"Marca temporal","Selecciona tu plantel:","Selecciona tu sexo:","Mi edad:","Grado escolar que estudio:","¿Cómo es tu hogar?","Ademas de estudiar, ¿realizas algún trabajo?","¿Te sientes seguro/a en tu escuela?","Si requieres de ayuda, ¿cuentas con personas dispuestas a auxiliarte en tu escuela?","¿Te sientes seguro/a en tu casa?","Si requirieras ayuda en tu hogar, ¿cuentas con personas dispuestas a auxiliarte? ","En el último mes, has sentido de manera continua:","¿Te gustaría hablar con un profesional de la salud sobre alguna(s) de esta(s) emociones que has sentido?","¿Experimentas alguna situación emocional en tu vida que interfiera con la capacidad para trabajar, estudiar, dormir, comer y disfrutar de actividades?","¿Con qué frecuencia experimentas sensaciones de bienestar/seguridad/alegría en tu vida diaria?","¿De qué temas relacionados a la sana convivencia y salud mental te gustaría conocer más?","¿Haz tenido relaciones sexuales?","¿Estuviste de acuerdo en tener relaciones sexuales?","¿A qué edad tuviste tu primera relación sexual? ","La última vez que tuviste relaciones sexuales, ¿tu pareja o tú utilizaron condón o preservativo masculino o femenino?","¿Alguna vez ha sido diagnosticado con una enfermedad de transmisión sexual?","En los últimos 12 meses, ¿has tenido o sentido alguno de los siguientes síntomas? ","¿Existe algo relacionado a tu sexualidad que cause preocupación o estrés en tu vida?","De los siguientes temas, ¿cuál te gustaría conocer un poquito más?","En los últimos 12 meses, ¿participaste en alguna pelea con otros jóvenes?","Durante el mes pasado, ¿alguna vez tomaste alcohol como para sentirte borracho/a?","¿Tienes novio o novia?","¿Cuanto tiempo llevas en tu noviazgo","¿Como evaluas la relación con tu pareja?","Durante los últimos 12 meses, tu pareja intencionalmente ¿te golpeo, abofeteo, o te dañó físicamente de alguna manera?","¿Solicitaste ayuda, a alguien?","¿Alguna vez en tu vida, has consumido alguna droga?","Que sustencia has consumido:","Sientes que el consumo de alguna de las sustancias que has mencionado, ¿te ha causado algún problema en tu vida cotidiana?","¿Te gustaría hablar con un profesional de salud acerca de las adicciones?"
"2022/03/15 12:44:34 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Masculino","17 años","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Depresión y ansiedad","Sí","Sí","17 años","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 6 meses y un año","10","No","No","No","","",""
"2022/03/15 12:45:18 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Femenino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","Sí","Sí","Ansiedad;No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 12:45:33 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","15 ","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","No","Muchas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 12:45:49 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Masculino","16 años ","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","No","No","Sí","No","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Nunca","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 12:47:26 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","18 años","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","No","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 6 meses y un año","10","No","No","No","","",""
"2022/03/15 12:47:49 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 12:47:57 p. m. GMT-5","CECyTE Plantel No. 17 - Francisco J. Santamaría","Femenino","19","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 1 y 2 años","10","No","No","No","","",""
"2022/03/15 12:48:06 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","Si","Muchas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 12:48:09 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Ya estoy llegando con un especialista","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","Sí","No","","","","","No","","",""
"2022/03/15 12:48:31 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","Sí","Sí","17","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/15 12:49:48 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","18","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","No","No","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Manejo de la frustración","Sí","Sí","17","No","No","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 12:51:10 p. m. GMT-5","CECyTE Plantel No. 17 - Francisco J. Santamaría","Masculino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Pocas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 12:51:45 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","Sí","Entre 1 y 2 años","10","No","No","No","","",""
"2022/03/15 12:52:14 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","15 años ","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 12:52:41 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","Sí","Entre 1 y 2 años","9","No","Sí","No","","",""
"2022/03/15 12:53:25 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Depresión y ansiedad","Sí","Sí","15","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 12:53:40 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Síntomas bipolares","Me gustaria hablar con un especialista","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 12:55:18 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Femenino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","Me gustaria hablar con un especialista","Si","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/15 12:56:51 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Menos de 6 meses","9","No","No","No","","",""
"2022/03/15 12:58:26 p. m. GMT-5","CECyTE Plantel No. 17 - Francisco J. Santamaría","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Mas de 2 años","8","No","No","No","","",""
"2022/03/15 1:00:30 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Tristeza","No estoy interesado(a)","Si","Pocas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","ninguno","No","No","No","","","","","No","","",""
"2022/03/15 1:00:43 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Menos de 6 meses","9","No","No","No","","",""
"2022/03/15 1:00:58 p. m. GMT-5","CECyTE Plantel No. 17 - Francisco J. Santamaría","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Estresada","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","Sí","Sí","16","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","Sí","Entre 1 y 2 años","8","No","No","No","","",""
"2022/03/15 1:01:15 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Tristeza;Ansiedad","Me gustaria hablar con un especialista","No","Muchas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Menos de 6 meses","10","No","No","No","","",""
"2022/03/15 1:01:59 p. m. GMT-5","CECyTE Plantel No. 07 - Heriberto Kehoe Vincent","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","Si","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 1:02:42 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","18","Primer año (primer o segundo semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","No","No","Sí","Tristeza","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","Sí","Sí","18","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 1:02:44 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","Sí","Mas de 2 años","9","No","No","No","","",""
"2022/03/15 1:06:52 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","No me identifico con ninguna de las 2 anteriores","16 años","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","No","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","No","Algunas veces","Manejo de la frustración","No","","","","","Picazón en la vulva o área genital externa;Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 1:09:12 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Masculino","17 años","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 1:11:14 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","16","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","Sí","Sí","15","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 1:14:05 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","17 ","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","No","Ansiedad","Me gustaria hablar con un especialista","Si","Pocas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","Sí","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/15 1:14:28 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","Sí","Sí","16","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 6 meses y un año","10","No","No","No","","",""
"2022/03/15 1:15:21 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","Jesús Murillo De La Cruz","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","Ya estoy llegando con un especialista","Si","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 1:15:58 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 1:17:03 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Femenino","18 ","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/15 1:18:19 p. m. GMT-5","CECyTE Plantel No. 11 - Buenavista","Masculino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Nunca","Buen trato y compañerismo","Sí","Sí","15","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 6 meses y un año","8","No","No","No","","",""
"2022/03/15 1:21:43 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/15 1:21:55 p. m. GMT-5","CECyTE Plantel No. 04 - Comalcalco","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","No","No","Sí","Sí","Tristeza","No estoy interesado(a)","Si","Muchas veces","Depresión y ansiedad","Sí","Sí","15","Sí","No","Verrugas en los órganos genitales","Sí","Sexualidad plena y responsable","Sí","Sí","Sí","Menos de 6 meses","3","No","No","No","","",""
